full_date,date,weekday,time,mood,activities,note_title,note
2022-04-04,Apr 4,Monday,10:59 PM,Solid,friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | Log Rolling | mountain dew | prayer | Spiritual Direction | Church group | Clean Mind at night | Reflection | mouth guard | tv show | Watched Sports,"","Got Tess and Sebastián bagels | Dr.Stephen and Duns have beef | lunch with Gabriella and Matt | good spiritual direction | won every match in log rolling | brought Tess cinnamon bun from Camino | Kansas won championship "
2022-04-03,Apr 3,Sunday,9:53 PM,okay,friends | Milwuakee | Screen Time 3 Hours | no sugary treats | church | prayer | Clean Mind at night | Reflection | mouth guard | tv show,"","Breakfast with 8 am people | almost passed out in mass | Duns good homily about mimetic desire | baptism anniversary celebration | renewal of vows done by Duns | edgy comment to Sebastián about screwing | bowling with co-workers | two big events of day were kind of underwhelming "
2022-04-02,Apr 2,Saturday,8:00 PM,good,friends | school | Milwuakee | Screen Time 3 Hours | lotion | biking | chest / core | gym | mountain dew | Dinner with friends  | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading | tv show,"","Fun volunteering with Aiden | did some homework | dinner at the Murray’s house | found out Sophie and Danny are dating | worked out at Lark | super high energy | I think I’m actually about over Sophie | hung out in Gabriella and Tess’s room"
2022-04-01,Apr 1,Friday,11:11 PM,Solid,work | friends | movie | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | tv show,"","Vivid dream about Sara | emotional after class with Wallows songs and Daylio stats | ran into Sophie at AMU | lunch with Gabriella | still have emotional immunity (BKB) | going to get first sale at work soon | proving to be a very valuable employee | Marlo told me that someone thought I had a crush on Katie | dinner at Schroeder | watched mission impossible with friends "
2022-03-31,Mar 31,Thursday,10:32 PM,Solid,work | friends | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | Aqua Jogging | Log Rolling | no sugary treats | prayer | Clean Mind at night | Lexio Davina | mouth guard | tv show,"","Good mood in morning | there’s always a chance Sophie could say yes | breakfast with Gabriella | fun class in core with Tess and Maher being a clown | busy at work | dominated at log rolling | hardly any interaction with Sophie | confused why I am still numb to feelings for Sophie | not sure about talking to Sophie now"
2022-03-30,Mar 30,Wednesday,10:36 PM,okay,friends | school | Milwuakee | Screen Time 3 Hours | lotion | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Conversation with God | mouth guard | gaming,"","Woke up feeling burdened by all the pain | summerfest lineup out | lunch with Gabriella Sebastián and Matt | dinner with Sophie Sebastián Claire Anna | talk about new church group | bombshell news from Tess about Sophie | going to have to talk to Sophie about feelings | gonna be over with Sophie soon "
2022-03-29,Mar 29,Tuesday,10:36 PM,okay,friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | mountain dew | Dinner with friends  | prayer | Clean Mind at night | Conversation with God | mouth guard | tv show,"","Felt like screaming in morning | Maher was funny in class and Tess and I laughed a lot at him | library with Tess Jon and Jerome | lunch with friends had cherry kickstart | frustrated in class | stressed and felt terrible after class | worked on data science homework for a while | dinner with Tess and Sebastián was so fun | hit head on exit sign | work out challenge at rec center did 69 sit ups and 76 push-ups"
2022-03-28,Mar 28,Monday,10:35 PM,okay,friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | no sugary treats | Dinner with friends  | prayer | Church group | Clean Mind at night | Conversation with God | Lexio Davina | mouth guard | tv show,"","Almost fell asleep in class | lunch with Sebastian Gabriella and Matt | super distracted couldn’t focus on work | made fire memes | Jim is so relatable | Camino was just me Peter and Amanda | feedback to Pope | talked to them about Sophie | feel a little uneasy after"
2022-03-27,Mar 27,Sunday,9:20 PM,okay,friends | Milwuakee | Screen Time 3 Hours | lotion | Dinner with friends  | church | prayer | Clean Mind at night | Conversation with God | mouth guard | reading | tv show,"","Super tired at mass | took nap at 9 a.m | hard seeing Sophie with Danny | super distracted working at library | writing center with Noah | studied with Sophie | she was tired but we talked and I enjoyed my time with her | dinner with friends took forever and I just ditched "
2022-03-26,Mar 26,Saturday,10:04 PM,Solid,work | friends | Milwuakee | Screen Time 3 Hours | lotion | mountain dew | Dinner with friends  | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading | tv show,"","Woke up sick missed volunteering | slept for really long time | work with Katie Jade | gave first tour to Dominque | then office alone and got stuff done | really like work now | dinner with Jon and Gabriella | leaning in towards being myself in waiting for Sophie | I really relate to Jim when he sees Roy ask Pam to get married "
2022-03-25,Mar 25,Friday,11:30 PM,okay,work | friends | school | Milwuakee | Screen Time 4 Hours | lotion | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Religious Meditation | mouth guard | gaming | tv show | Watched Sports,"","Ditched linear to do Infernal Icon | Sophie was at mass today | head cold at work | team meeting and won $50 at work | annex with friends | talked with Gabriella and maybe she won’t break up with Sebastián"
2022-03-24,Mar 24,Thursday,11:59 PM,okay,work | friends | school | Milwuakee | Screen Time 3 Hours | lotion | Aqua Jogging | Log Rolling | prayer | Clean Mind at night | Lexio Davina | mouth guard | gaming | tv show,"","Vacuumed during work | I love data science class | library is too hot | log rolling with Tess | had my best roll and Tess almost drowned me when I was aqua jogging | 7/11 slushees | talk with Gabriella and Tess then with Sebastián | I bet Matt likes Gabriella "
2022-03-23,Mar 23,Wednesday,10:07 PM,meh,friends | walk with duns | Milwuakee | Screen Time 5 Hours | lotion | no sugary treats | church | prayer | Clean Mind at night | Reflection | mouth guard | tv show,"","Woke up early and eventually felt strong that I could wait for Sophie | helped Gabriella walk to class | felt sick and almost passed out during mass | think it was from lack of sleep and stress from last night | had to cancel blood donation | shaking from pain in bed | talked to Duns about Sophie and I’m going to keep waiting "
2022-03-22,Mar 22,Tuesday,11:52 PM,bad,friends | school | Milwuakee | Screen Time 4 Hours | lotion | biking | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | tv show,"","Advising with Rowe | library with Sophie then lunch | Duns office hung out with him for almost 2 hours | dinner with friends | 10 PM mass got super anxious about Danny and Sophie | texted Ana and found out Sophie has interest in Danny"
2022-03-21,Mar 21,Monday,10:22 PM,okay,friends | school | Milwuakee | Screen Time 4 Hours | lotion | chest / core | gym | Aqua Jogging | Log Rolling | no sugary treats | prayer | Spiritual Direction | Clean Mind at night | Reflection | mouth guard | tv show,"","First class virtual | it felt like last Spring | lunch with Gabriella and Matt | spiritual direction: my decision to wait for Sophie brings consolation | Camino canceled "
2022-03-20,Mar 20,Sunday,9:52 PM,okay,friends | Milwuakee | Screen Time 5 Hours | lotion | Other Sports | Dinner with friends  | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading | tv show,"","Tess is great | helped unloft Gabriella’s bed | pizza lunch with Tess | frisbee with Marco and Sebastián | watched The Office | dinner at commons"
2022-03-19,Mar 19,Saturday,11:07 PM,okay,friends | Screen Time 2 Hours | lotion | chest / core | mountain dew | Dinner with friends  | church | prayer | retreat | Clean Mind at night | Lexio Davina | mouth guard | gaming | Watched Sports,"","Long and good talk about friends with Tess during breakfast | Gabriella’s Aunt’s house | cake and ice cream | crappy Mountain Dew | Gabriella a bit of a mess | seems like Sebastián and Gabriella’s relationship is going to end | more similar to Tess than I thought | bad music at mass | Jamie got injured | FaceTime with friends "
2022-03-18,Mar 18,Friday,11:32 PM,Solid,friends | movie | Screen Time 3 Hours | lotion | chest / core | Dinner with friends  | prayer | Clean Mind at night | Rosary | mouth guard | gaming,"","Train to Chicago with Tess | got absolutely soaked | Palmer House | The Bean | cold and wet | dinner with Tess and parents "
2022-03-17,Mar 17,Thursday,11:07 PM,Solid,friends | < 15 mins on Instagram | Screen Time 5 Hours | lotion | chest / core | mountain dew | Dinner with friends  | prayer | Clean Mind at night | Lexio Davina | mouth guard | Watched Sports,"","Zoo trip: followed Tess around | major melon | Marquette got rolled | PicknSave | tacos at Joes house | long drive to Chicago suburb | Tess’s house"
2022-03-16,Mar 16,Wednesday,10:10 PM,Solid,friends | movie | Screen Time 4 Hours | lotion | chest / core | no sugary treats | prayer | Clean Mind at night | Lexio Davina | mouth guard | gaming | tv show,"","Felt happy knowing I’m in love | Minecraft with the boys | talked to Sherry: she thinks I should wait | Will funny quote | watched Dictator with Jon"
2022-03-15,Mar 15,Tuesday,11:35 PM,okay,friends | movie | < 15 mins on Instagram | Screen Time 8 Hours | lotion | chest / core | no sugary treats | prayer | Clean Mind at night | Conversation with God | Religious Meditation | mouth guard | gaming,"","Super tired | did homework | long prayer | IKEA with Jon | watched Adam Project | FaceTimed Emeley | she said I should tell Sophie about feelings | ohhh noo I think I’m in love"
2022-03-14,Mar 14,Monday,10:20 PM,almost Rad,friends | Screen Time 2 Hours | lotion | chest / core | mountain dew | prayer | Clean Mind at night | Religious Meditation | Reflection | mouth guard | gaming,"","Worked out in Jons basement | really good prayer; seems like I choose Sophie | Minecraft with Will and Sebastián | Sophie’s house: | walk along lake | met lots of her family | family dinner | played flick game and Sophie and I beat Jon and Julie | talked for a while after | really enjoyed time with Sophie and am really happy around her | can picture myself marrying her | heart hurt on car ride back realizing it might never work with Sophie | couldn’t sleep"
2022-03-13,Mar 13,Sunday,10:25 PM,okay,friends | movie | Screen Time 4 Hours | lotion | no sugary treats | church | prayer | Clean Mind at night | Conversation with God | Lexio Davina | mouth guard | gaming | tv show,"","Mass with Jon and his Mom | Minecraft realm with Will and Jon | walk around Oak Creek | Jon’s friend Bernedette and Nick came | Borat 2"
2022-03-12,Mar 12,Saturday,10:40 PM,Solid,friends | Milwuakee | < 15 mins on Instagram | Screen Time 5 Hours | lotion | biking | chest / core | gym | mountain dew | prayer | Clean Mind at night | Lexio Davina | mouth guard | gaming | Watched Sports,"","Breakfast with Sebastián | volunteering with Katie | workout at plex | lunch with Jon and Sebastián | Jon’s house | GameStop | UCLA game "
2022-03-11,Mar 11,Friday,10:20 PM,Solid,work | friends | movie | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard,"","Ditched linear algebra | saw Sophie at gym and talked with her for a while :) | going to get to see Sophie over Spring break at her house | lunch with Gabriella and Sebastián | leads during work | dinner with Gabby and Sara | watched Hyperions | texted Sebastián for a while "
2022-03-10,Mar 10,Thursday,11:54 PM,good,work | friends | school | Milwuakee | Screen Time 2 Hours | lotion | chest / core | gym | Log Rolling | no sugary treats | church | prayer | Clean Mind at night | Lexio Davina | mouth guard,"","Busy during first shift at work which was good | second shift was good with Katie | Sophie FaceTimed be briefly at work | Sebastián went to log rolling and I got to talk with Sophie a lot | Will’s Dad was deacon at mass | got to talk with Sophie during and after mass "
2022-03-09,Mar 9,Wednesday,9:45 PM,okay,friends | school | Milwuakee | Screen Time 4 Hours | lotion | chest / core | gym | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | gaming | tv show,"","Sad in morning | easy discrete test | Maher messed up parts of mass | Duns brought in pizza and cake | rearranging schedule for next semester "
2022-03-08,Mar 8,Tuesday,9:52 PM,meh,friends | movie | school | Milwuakee | Screen Time 5 Hours | lotion | biking | chest / core | gym | prayer | Clean Mind at night | Conversation with God | mouth guard | gaming | tv show,"","Sad mood in morning | video games in library | library with Will | went to Veterans park and tried digging for bottle cap but didn’t find it | watched world war z | my heart feels so heavy"
2022-03-07,Mar 7,Monday,10:46 PM,okay,school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | Aqua Jogging | Log Rolling | no sugary treats | prayer | Spiritual Direction | Church group | Clean Mind at night | Reflection | mouth guard | reading | tv show,"","Dream about Sophie | unfocused and distracted while studying | racing thoughts | spiritual direction is like therapy | feel like myself after spiritual direction | log rolling | stayed at Camino for a long time "
2022-03-06,Mar 6,Sunday,9:20 PM,meh,friends | Milwuakee | Screen Time 4 Hours | lotion | Dinner with friends  | church | prayer | Clean Mind at night | Conversation with God | mouth guard | reading | tv show,"","8 a.m mass | breakfast with Sophie Danny Sara and Will | don’t think Sophie and Danny are dating | still jacked up; not myself| can’t figure out Metaphysics | good prayer got me feeling better | dinner with friends | heart still hurts"
2022-03-05,Mar 5,Saturday,10:31 PM,meh,friends | Milwuakee | volunteer | Screen Time 3 Hours | lotion | biking | chest / core | gym | mountain dew | prayer | Clean Mind at night | Conversation with God | mouth guard | gaming | tv show,"","Breakfast with Tess B | volunteering fun with Aidan | saw Sophie and Julie at dining hall | felt jacked up over Sophie while studying at library | Haggerty museum good | felt a fire in me while working out | so many questions in prayer | annex with Marco | I feel hurt"
2022-03-04,Mar 4,Friday,11:21 PM,bad,work | friends | movie | school | Milwuakee | Screen Time 2 Hours | lotion | no sugary treats | church | prayer | Clean Mind at night | mouth guard,"","Woke up in bad mood | couldn’t focus in class | ditched linear couldn’t get hw done | lunch with Sebastián | work was so boring | Batman movie was garbage | terrible mood after | everything feels sucky right now"
2022-03-03,Mar 3,Thursday,11:14 PM,okay,work | friends | school | Milwuakee | Screen Time 2 Hours | lotion | biking | chest / core | gym | Aqua Jogging | Log Rolling | church | prayer | Clean Mind at night | Lexio Davina | mouth guard,"","Almost threw up after workout | work sucked because Marlo kept talking | ran into Sophie after library | pretty sure Danny asked out Sophie | log rolling and aqua jogging | 7/11 and talked to Tess about Sophie | 10 Pm mass RCIA stuff | more confident Danny asked out Sophie "
2022-03-02,Mar 2,Wednesday,9:10 PM,okay,friends | school | Milwuakee | Screen Time 2 Hours | lotion | no sugary treats | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | gaming,"","No masks :) | headache | lunch with Tess B | hunger | worked on training videos forever and physically felt bad | good prayer | Ash Wednesday Duns mass | jealousy of Danny"
2022-03-01,Mar 1,Tuesday,9:38 PM,okay,friends | school | Milwuakee | Screen Time 4 Hours | lotion | biking | chest / core | gym | no sugary treats | Dinner with friends  | prayer | Clean Mind at night | Rosary | mouth guard | reading,"","Marty Gra event at campus ministry | got into Sophie’s discussion group | went to get donut thing with Sophie Danny and Sara | last day of masks | job training for a while | feelings for Sophie disappearing? | annex; took forever to get food | state of union | forgot to pray until night "
2022-02-28,Feb 28,Monday,10:48 PM,good,work | friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | no sugary treats | prayer | Church group | Clean Mind at night | Lexio Davina | mouth guard | tv show,"","Brought Tess and Gab pads | talked about Saints and Martyrs in Core discussion which was awesome | waited so long for Dr Freedman | first day at work went well | met Katie | leftist reflection session | really good time at Camino with Peter Tess and Amanda | spent a lot of time with Tess B"
2022-02-27,Feb 27,Sunday,9:13 PM,Solid,friends | Milwuakee | Screen Time 3 Hours | lotion | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | tv show,"","Gabriella birthday | 8 am mass had impulse to run and I ended up finding Sophie on way to mass; also sat next to her | Sophie’s b-day gift | breakfast with 8 am people | bus ride to get Cannolis with Gabriella Matt and Tess | celebrated Gabs b-day with cooking | helped a lot and did lots of dishes so I wouldn’t have to think or socialize | uno with friends "
2022-02-26,Feb 26,Saturday,10:30 PM,Solid,movie | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | biking | chest / core | gym | mountain dew | prayer | Clean Mind at night | Conversation with God | Lexio Davina | mouth guard | reading | tv show,"","Felt anti social didn’t go to basketball game | worked out for longer | spent most of day doing school work at library | Maui Burst | killed 16 gnats | texting Sophie some | need to trust God more | watched Green Lantern | Lark training form took forever "
2022-02-25,Feb 25,Friday,10:56 PM,meh,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Religious Meditation | mouth guard | gaming | tv show,"","Tired | explored Olin with Tess and Seb | lunch at Straz with Gabriella Tess and Sebastián | saw Sophie at library with Danny and Molly and that killed me | emotionally broke down a little and cried in chapel | impulsively took a bus to Veterans park to find bottle cap; couldn’t dig at all; sign I need to be patient and wait | jackbox and uno with friends; met new RA"
2022-02-24,Feb 24,Thursday,11:44 PM,meh,friends | movie | school | Milwuakee | < 15 mins on Instagram | Screen Time 2 Hours | lotion | biking | chest / core | gym | no sugary treats | church | prayer | Clean Mind at night | Conversation with God | mouth guard | gaming,"","Mask argument; Jon told me his uncle died of Covid | Pope lunch in couldn’t understand anything; sat next to Sophie | late to class | watched Dark Knight | 10 Pm mass; Danny and Sophie spending a lot of time together | I might be still be in love with Sophie "
2022-02-23,Feb 23,Wednesday,9:50 PM,okay,friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | gaming | tv show,"","Micky mouse university because Linear test so easy | frustrated at discrete hw | tired | played Madden for a while | midnight mass falling off "
2022-02-22,Feb 22,Tuesday,11:10 PM,okay,friends | Milwuakee | Screen Time 4 Hours | lotion | biking | chest / core | gym | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading,"","School got canceled; icy streets | spent most of day at library | Jon’s b-day pranked Marco and Sebastián with nerf gun | Joe’s house for dinner; we had to wait 2 hours for dinner | food really good | secret mass at commons chapel | Father Maher spent 25 minutes talking about internship after mass 😡"
2022-02-21,Feb 21,Monday,10:35 PM,Solid,friends | school | Milwuakee | Screen Time 2 Hours | lotion | chest / core | gym | Dinner with friends  | prayer | Spiritual Direction | Church group | Clean Mind at night | Reflection | mouth guard | gaming,"","Productive day | really good spiritual direction | leaving feelings up in air for God | not closing door on Sophie | Cobeen hot cookie night; spent forever on Matt’s floor | outside in short sleeve | good Camino with Peter | talked marvel and Star Wars with Jon"
2022-02-20,Feb 20,Sunday,10:14 PM,Solid,friends | Milwuakee | Screen Time 3 Hours | lotion | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading | tv show,"","Funny texts with Duns | decided to pretend to be a busy college student by doing homework all day; proved I could be productive | saw Tess B at lunch waved and then she went up and said hello to me later | dinner at Schroeder; took forever cuz some guy having spiritual problems | snuck cookies to Gabriella | videos about China Daily Wire"
2022-02-19,Feb 19,Saturday,11:04 PM,okay,movie | Milwuakee | volunteer | Screen Time 4 Hours | lotion | biking | chest / core | gym | mountain dew | prayer | Clean Mind at night | Conversation with God | mouth guard,"","Tess not a volunteering; still good with Aiden | took bus to park and I got really cold which sucked | did everything I planned on for day | watched Batman Begins | texted Joey | all alone | wrote some journals on pc and felt emotional "
2022-02-18,Feb 18,Friday,9:58 PM,Solid,friends | movie | school | Milwuakee | Screen Time 2 Hours | lotion | chest / core | gym | no sugary treats | church | prayer | Clean Mind at night | Conversation with God | mouth guard | reading | gaming,"","Ditched linear algebra | good mass and prayer | lunch with Tess B and Sebastián | productive | got Tess L sandwich | all alone tonight | annex food + smoothie | Guardians of the Galaxy "
2022-02-17,Feb 17,Thursday,9:55 PM,okay,friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | prayer | Clean Mind at night | Lexio Davina | mouth guard | gaming | tv show,"","Very productive after lunch and in data science class | had nothing to do after last class | walked around aimlessly outside missing last Spring/Winter when I didn’t hurt | no 7/11 | memory too good for my own good | I miss Sophie so bad it hurts"
2022-02-16,Feb 16,Wednesday,9:50 PM,Solid,friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Conversation with God | Lexio Davina | mouth guard | tv show,"","Linear algebra confusing | drug test | went to play ground after and it was so great feeling like a kid | Boba Fett super good | it was a warm day (relatively)"
2022-02-15,Feb 15,Tuesday,11:20 PM,okay,friends | movie | school | Milwuakee | Screen Time 2 Hours | lotion | biking | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading | gaming | tv show,"","Good Tolkien lecture | Ian’s pizza | got really angry and frustrated at R coding | dinner with friends | watched Borrat with Jon | 10 Pm Mass super tired "
2022-02-14,Feb 14,Monday,10:27 PM,okay,friends | movie | school | Milwuakee | Screen Time 4 Hours | lotion | chest / core | gym | prayer | Church group | Clean Mind at night | Conversation with God | mouth guard | reading | gaming,"","Rough morning being Valentine’s Day | ate meals alone | trying not to be too attached to feelings | watched the Notebook | Camino + delivering cookies"
2022-02-13,Feb 13,Sunday,10:01 PM,okay,friends | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | mountain dew | church | prayer | Clean Mind at night | Conversation with God | mouth guard | gaming | tv show | Watched Sports,"","Had breakfast at spot I ate with Sophie from last year then I felt depressed about her all morning | at mass I kept thinking of memories and Sophie and left friends early | laid in bed watching stuff most of day | super bowl party in lounge | Cooper Kupp 🐐 "
2022-02-12,Feb 12,Saturday,11:17 PM,good,friends | movie | Milwuakee | volunteer | Screen Time 2 Hours | lotion | mountain dew | Dinner with friends  | prayer | Clean Mind at night | Lexio Davina | mouth guard,"","Breakfast with friends | walked with Tess B to MUPD | volunteering at  MacCanon Brown | didn’t go as well as I thought it would with Tess B | ice skating with friends  really fun | Moe’s for dinner; drunk waiter | enjoyed talking with Sophie | Star Wars | Gabriella cried when Han Solo got carbonated "
2022-02-11,Feb 11,Friday,11:04 PM,Solid,friends | movie | school | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | chest / core | gym | Dinner with friends  | prayer | Clean Mind at night | Conversation with God | mouth guard | gaming,"","Lots of happy birthdays | priest didn’t show up to mass | disappointed I didn’t get to talk to Tess B | Jimmy Johns lunch alone | talked to Sophie in the library; she ranted about nursing | name cards pranking Tess L | annex with a lot of friends | watched Star Wars IV"
2022-02-10,Feb 10,Thursday,9:59 PM,okay,friends | movie | school | Milwuakee | Screen Time 4 Hours | lotion | biking | chest / core | gym | Dinner with friends  | prayer | Clean Mind at night | Rosary | mouth guard,"","In bathroom for a while missed breakfast | saw Sophie at library | all 3 meals with Jon | worked on hw in data science | wiped out after class watched Hangover | pizza from Birdgeman | Tess stressed/overthinking over date | I think I’m doing too many pranks | Tess got sent crush soda from me | 7/11"
2022-02-09,Feb 9,Wednesday,9:29 PM,Solid,family | friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | Other Sports | no sugary treats | church | prayer | Clean Mind at night | Lexio Davina | mouth guard,"","Lector at mass | nachos for lunch | good prayer | called Mom | football with Steve | mango dragonfruit drink | Midnight Mass is so good"
2022-02-08,Feb 8,Tuesday,11:18 PM,Solid,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | biking | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading | gaming | tv show,"","Tess came to Tolkien lecture | lark photos and I think I’m going to work there! | Ian’s pizza | had to do lots of work | worked ahead in Data Science | dinner with friends  | book helper in mass | Tess has a date with Noah"
2022-02-07,Feb 7,Monday,11:21 PM,Solid,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 2 Hours | lotion | no sugary treats | Dinner with friends  | prayer | Spiritual Direction | Church group | Clean Mind at night | Reflection | mouth guard | reading,"","Busy day | lunch at Straz with Gabriella and Matt has two quesadillas | spiritual direction | Peter’s Camino group | walked with Tess B to and from Mashuda | gave Tess and Gabriella desserts and talked with Tess for a while  "
2022-02-06,Feb 6,Sunday,9:48 PM,good,friends | Milwuakee | Screen Time 2 Hours | lotion | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Rosary | mouth guard | tv show,"","Mass with Sebastián Marco and Melissa | lunch with Marco | hike with Peter and Eric | awesome view of Wisconsin | Boba Fett is good | midnight run meeting got to talk to Tess B :) | sat with friends at commons"
2022-02-05,Feb 5,Saturday,8:00 PM,Solid,friends | Milwuakee | < 15 mins on Instagram | Screen Time 2 Hours | lotion | biking | chest / core | gym | mountain dew | Dinner with friends  | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading | gaming | tv show,"","Breakfast with Gabriella and Tess | pr’d heart rate to 203 | went to Dollar general and Saint Josephat Basilica | Soblemans with Joe and friends | hung out in Gabriella’s room heard about Gabriella’s and Joes previous relationships | uno"
2022-02-04,Feb 4,Friday,11:42 PM,Solid,friends | movie | school | Milwuakee | < 15 mins on Instagram | Screen Time 3 Hours | lotion | chest / core | gym | church | prayer | Clean Mind at night | Conversation with God | mouth guard | gaming,"","“Especially You” might be one of favorite songs ever | briefly saw Sophie in library | got crush thing for Tess as prank | lunch with Gabriella | difficult decision about going to basketball game with Sophie | Bridgeman not going to be RA anymore | sliding in the snow | woman’s basketball game with Sophie and her friends | slushees after | turbo movie night; Tess resting head on my shoulder "
2022-02-03,Feb 3,Thursday,8:57 PM,Solid,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 2 Hours | lotion | biking | chest / core | gym | Dinner with friends  | prayer | Clean Mind at night | Conversation with God | mouth guard | gaming,"","Slept in | breakfast with Tess gave her brownie | library with Jon and found Sophie | lunch at amu with Sophie Jon and Steve | we talked for a long time really enjoyed time | dinner at commons ran into Sophie there | Gabriella comment about Sophie and I finding each other | 7/11 and hanging out with Tess and Gabriella; felt energetic | confused about feelings/ what I should do"
2022-02-02,Feb 2,Wednesday,11:40 PM,Solid,friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Lexio Davina | mouth guard,"","Going to be volunteering at same place as Tess | dinner with Sebastián and Claire | walked with Duns to basketball game | Marquette beat Villanova | sat next to Gabby and Sebastián"
2022-02-01,Feb 1,Tuesday,8:34 PM,okay,friends | school | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | biking | chest / core | gym | no sugary treats | prayer | Clean Mind at night | Conversation with God | mouth guard | reading | gaming | tv show,"","Bored in classes | Ian’s pizza with friends | Tess’s brother deployed | signed up for Midnight run | dinner at Schroeder with Gabriella and Matt; not much conversation | sad about breakup with Sophie | tired"
2022-01-31,Jan 31,Monday,10:46 PM,Solid,friends | school | Milwuakee | Screen Time 3 Hours | lotion | chest / core | gym | Dinner with friends  | prayer | Church group | Clean Mind at night | Lexio Davina | mouth guard | reading | gaming,"","Izzy might like me? | like the TA for Tolkien class | little frazzled by not having textbooks | lunch at Straz with Gabriella Tess and Matt with good quesadilla | dinner with Peter and Amanda | Camino met Tess"
2022-01-30,Jan 30,Sunday,9:54 PM,okay,friends | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | no sugary treats | Dinner with friends  | church | prayer | Clean Mind at night | Rosary | mouth guard | Watched Sports,"","Mass with Sebastian and Marco | watched Marquette game | met Ellie and Autumn | NFL championship conference games | Gabby doesn’t like Lark jokes made me feel bad | annex | felt closed off today  "
2022-01-29,Jan 29,Saturday,11:51 PM,okay,friends | Milwuakee | < 15 mins on Instagram | Screen Time 4 Hours | lotion | biking | chest / core | gym | mountain dew | Dinner with friends  | prayer | Clean Mind at night | Conversation with God | mouth guard | reading | gaming | tv show,"","202 heart rate determined mood at gym | MTD Sat at the Lark | chilled and just played madden in room | Justice league with Sebastián Gabby and Jon"
2022-01-28,Jan 28,Friday,11:46 PM,good,friends | movie | school | walk with duns | Milwuakee | Screen Time 3 Hours | lotion | Pickle Ball | no sugary treats | Dinner with friends  | prayer | Clean Mind at night | Conversation with God | mouth guard | tv show,"","Math classes are good | walk with Duns he was roasting graduate students | pickleball with Jon and Steve won 7 matches to 0 | annex with Jon Gabby and Marco; we talked for hours about dorm stories | Encanto movie night with everyone | 30k steps"
2022-01-27,Jan 27,Thursday,10:25 PM,okay,friends | school | Milwuakee | Screen Time 3 Hours | lotion | biking | chest / core | gym | Dinner with friends  | prayer | Clean Mind at night | Lexio Davina | mouth guard | reading | gaming | tv show,"","Boring classes | shooting saw police outside window | no 7/11 😔"
